driver_id,driver_label,global_theme,ticker,name,region,benchmark,peer_role,price,ret_5d,ret_20d,ret_60d,ma20,ma60,above_ma20,above_ma60,rs_20d_vs_local_benchmark,trend
DATACENTER_COOLING_INFRA,Data-center cooling infrastructure capex,AI_Infrastructure,NVT,nVent Electric,US,SPY,RELATED_PEER,146.8000030517578,-0.09700438925988542,-0.1716043254329932,-0.17071517620228904,153.91600036621094,158.1443333943685,False,False,-0.1518287827049467,DOWN
DATACENTER_COOLING_INFRA,Data-center cooling infrastructure capex,AI_Infrastructure,ETN,Eaton,US,SPY,RELATED_PEER,392.3999938964844,-0.07042856618207338,-0.13833992280272267,-0.06963509941963997,409.7730026245117,414.81783396402994,False,False,-0.11856438007467618,DOWN
DATACENTER_POWER_INFRA,Data-center power infrastructure capex,AI_Infrastructure,VRT,Vertiv,US,SPY,DIRECT_PEER,234.61000061035156,-0.19330876648768291,-0.19772250970691307,-0.2955712078987064,260.63350067138674,283.0678332010905,False,False,-0.17794696697886658,DOWN
DATACENTER_POWER_INFRA,Data-center power infrastructure capex,AI_Infrastructure,ETN,Eaton,US,SPY,DIRECT_PEER,392.3999938964844,-0.07042856618207338,-0.13833992280272267,-0.06963509941963997,409.7730026245117,414.81783396402994,False,False,-0.11856438007467618,DOWN
DATACENTER_POWER_INFRA,Data-center power infrastructure capex,AI_Infrastructure,NVT,nVent Electric,US,SPY,RELATED_PEER,146.8000030517578,-0.09700438925988542,-0.1716043254329932,-0.17071517620228904,153.91600036621094,158.1443333943685,False,False,-0.1518287827049467,DOWN
DATACENTER_POWER_INFRA,Data-center power infrastructure capex,AI_Infrastructure,SU.PA,Schneider Electric,EU,^STOXX,RELATED_PEER,279.45001220703125,-0.03538142757368934,-0.05303284843374301,-0.0001788472020348708,290.55749969482423,284.31499938964845,False,False,-0.03308384854106727,MIXED
WAFER_FAB_EQUIPMENT_CAPEX,Wafer-fab equipment capex,Semiconductor_Equipment,ASML,ASML,EU,SPY,DIRECT_PEER,1591.47998046875,-0.09823497606907239,-0.15487064839449527,-0.1752622527199782,1709.0565124511718,1748.8688313802083,False,False,-0.13509510566644878,DOWN
WAFER_FAB_EQUIPMENT_CAPEX,Wafer-fab equipment capex,Semiconductor_Equipment,AMAT,Applied Materials,US,SPY,DIRECT_PEER,421.1700134277344,-0.10918165397795809,-0.2132222163819496,-0.3175122369997023,465.6945037841797,531.1078323364258,False,False,-0.1934466736539031,DOWN
WAFER_FAB_EQUIPMENT_CAPEX,Wafer-fab equipment capex,Semiconductor_Equipment,LRCX,Lam Research,US,SPY,DIRECT_PEER,270.8699951171875,-0.15464083463601153,-0.2122208061827563,-0.30374771445669824,303.74900207519534,323.808832804362,False,False,-0.1924452634547098,DOWN
WAFER_FAB_EQUIPMENT_CAPEX,Wafer-fab equipment capex,Semiconductor_Equipment,KLAC,KLA,US,SPY,DIRECT_PEER,168.02000427246094,-0.11091116482665753,-0.18341753130791982,-0.3526737330372657,180.19599990844728,206.13016688028972,False,False,-0.16364198857987333,DOWN
