run_id,driver_id,driver_label,global_theme,configured_peer_count,live_peer_count,peer_tickers,peer_names,above_ma20_pct,above_ma60_pct,positive_rs20_pct,median_ret20,median_rs20,peer_signal
20260919T131926+0800-ad2c247a,IT_DISTRIBUTION_CYCLE,IT / electronics distribution cycle,IT_Distribution,2,2,SNX;ARW,SNX TD SYNNEX; ARW Arrow Electronics,1.0,1.0,1.0,0.06134266418689005,0.06253591513583234,BROADLY_POSITIVE
20260919T131926+0800-ad2c247a,LEADING_EDGE_FOUNDRY_AI_DEMAND,Leading-edge foundry AI/HPC node demand,Foundry,5,5,TSM;005930.KS;INTC;AVGO;MRVL,TSM TSMC ADR; 005930.KS Samsung Electronics; INTC Intel; AVGO Broadcom; MRVL Marvell Technology,0.8,0.6,0.4,-0.01763594607384733,-0.016442695124905038,MIXED
20260919T131926+0800-ad2c247a,LED_COMPONENT_CYCLE,LED component / lighting demand cycle,LED,3,3,OLED;AMS.SW;046890.KQ,OLED Universal Display; AMS.SW ams OSRAM; 046890.KQ Seoul Semiconductor,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0785193283522615,-0.0321568985463746,BROADLY_WEAK
20260919T131926+0800-ad2c247a,LEO_SATCOM_DEPLOYMENT,LEO satellite / ground-infrastructure deployment,Satcom,4,4,GSAT;MTSI;VSAT;IRDM,GSAT Globalstar; MTSI MACOM Technology Solutions; VSAT Viasat; IRDM Iridium Communications,0.75,0.5,0.75,0.020993862652044393,0.022187113600986685,BROADLY_POSITIVE
20260919T131926+0800-ad2c247a,LUXURY_BOAT_CYCLE,Luxury boat / yacht demand cycle,Luxury_Boats,2,2,BC;MCFT,BC Brunswick; MCFT MasterCraft Boat Holdings,0.0,0.0,0.0,-0.191943097897686,-0.1907498469487437,BROADLY_WEAK
20260919T131926+0800-ad2c247a,MATURE_NODE_FOUNDRY_UTILIZATION,Mature-node foundry utilization / pricing,Foundry,3,3,GFS;0981.HK;1347.HK,GFS GlobalFoundries; 0981.HK SMIC; 1347.HK Hua Hong Semiconductor,0.6666666666666666,0.0,0.6666666666666666,0.006097534230261159,0.011546047163034645,BROADLY_POSITIVE
20260919T131926+0800-ad2c247a,MEDTECH_IMAGING_DIAGNOSTICS,Medical imaging / diagnostics equipment demand,Medtech_Diagnostics,2,2,VREX;ABT,VREX Varex Imaging; ABT Abbott Laboratories,0.0,0.5,0.5,-0.05050814281125077,-0.049314891862308474,BROADLY_WEAK
20260919T131926+0800-ad2c247a,MEMORY_IC_CYCLE,Memory IC design demand / ASP cycle,Memory,3,3,MU;000660.KS;005930.KS,MU Micron; 000660.KS SK Hynix; 005930.KS Samsung Electronics,1.0,0.6666666666666666,0.6666666666666666,0.042562550650947495,0.04375580159988979,BROADLY_POSITIVE
20260919T131926+0800-ad2c247a,MEMORY_SEMICONDUCTOR_CYCLE,Memory semiconductor demand / pricing cycle,Memory,2,2,MU;000660.KS,MU Micron Technology; 000660.KS SK hynix,1.0,1.0,1.0,0.057986477637612444,0.059937099185745746,BROADLY_POSITIVE
20260919T131926+0800-ad2c247a,MLCC_DEMAND_PRICING,MLCC demand / pricing cycle,MLCC,4,4,6976.T;009150.KS;6762.T;6981.T,6976.T Taiyo Yuden; 009150.KS Samsung Electro-Mechanics; 6762.T TDK; 6981.T Murata Manufacturing,0.75,0.0,0.75,0.03138788116482005,0.04029614231529671,BROADLY_POSITIVE
20260919T131926+0800-ad2c247a,MOBILE_OPTICS_UPGRADE,Mobile camera optics upgrade,Optics,3,3,2382.HK;011070.KS;2018.HK,2382.HK Sunny Optical; 011070.KS LG Innotek; 2018.HK AAC Technologies,0.0,0.3333333333333333,0.6666666666666666,0.012967592956375285,0.0613608158551342,MIXED
20260919T131926+0800-ad2c247a,MOBILE_RF_FRONTEND_DEMAND,Mobile RF front-end demand,RF_Semiconductor,3,3,QRVO;SWKS;MTSI,QRVO Qorvo; SWKS Skyworks Solutions; MTSI MACOM Technology Solutions,1.0,0.6666666666666666,1.0,0.21669611956832413,0.21788937051726642,BROADLY_POSITIVE
20260919T131926+0800-ad2c247a,MOBILE_SOC_DEMAND,Mobile SoC shipment / premium-mix cycle,Mobile_SoC,3,3,QCOM;005930.KS;ARM,QCOM Qualcomm; 005930.KS Samsung Electronics; ARM Arm Holdings,1.0,0.6666666666666666,0.6666666666666666,0.09927402684139786,0.10046727779034015,BROADLY_POSITIVE
20260919T131926+0800-ad2c247a,NAND_STORAGE_CYCLE,NAND / storage controller and module cycle,Memory,3,3,SNDK;WDC;005930.KS,SNDK SanDisk; WDC Western Digital; 005930.KS Samsung Electronics,0.6666666666666666,0.3333333333333333,0.3333333333333333,-0.05903422484178422,-0.05784097389284193,MIXED
20260919T131926+0800-ad2c247a,NETWORKING_CONNECTIVITY_CYCLE,Networking / connectivity semiconductor cycle,Networking,2,2,AVGO;MRVL,AVGO Broadcom; MRVL Marvell Technology,0.5,0.5,0.0,-0.022283561369606242,-0.02109031042066395,MIXED
